Distance,Corr Dist,Corr Dist (Unstretched),Corr Speed,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Brake Pos,Brake Temp FL,Brake Temp FR,Brake Temp RL,Brake Temp RR,CG Accel Lateral,CG Accel Longitudinal,CG Accel Vertical,CG Height,Camber FL,Camber FR,Camber RL,Camber RR,Car Coord X,Car Coord Y,Car Coord Z,Car Damage Front,Car Damage Left,Car Damage Rear,Car Damage Right,Car Pos Norm,Caster FL,Caster FR,Chassis Pitch Angle,Chassis Pitch Rate,Chassis Roll Angle,Chassis Roll Rate,Chassis Velocity X,Chassis Velocity Y,Chassis Velocity Z,Chassis Yaw Rate,Clutch Pos,DRS Active,DRS Available,Drive Train Speed,ERS Heat Charging,ERS Is Charging,ERS Max Energy,ERS Power Level,ERS Recovery Level,Engine Brake Setting,Engine Limiter,Engine RPM,Flags,Fuel Level,Gear,Ground Speed,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,Lap Invalidated,Lap Time,Lap Time2,Last Lap Time,Last Sector Time,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate,Ride Height FL,Ride Height FR,Ride Height RL,Ride Height RR,Road Temp,Self Align Torque FL,Self Align Torque FR,Self Align Torque RL,Self Align Torque RR,Session Lap Count,Session Time Left,Steering Angle,Surface Grip,Suspension Travel FL,Suspension Travel FR,Suspension Travel RL,Suspension Travel RR,TC Active,TC Enabled,Throttle Pos,Tire Dirt Level FL,Tire Dirt Level FR,Tire Dirt Level RL,Tire Dirt Level RR,Tire Load FL,Tire Load FR,Tire Load RL,Tire Load RR,Tire Loaded Radius FL,Tire Loaded Radius FR,Tire Loaded Radius RL,Tire Loaded Radius RR,Tire Pressure FL,Tire Pressure FR,Tire Pressure RL,Tire Pressure RR,Tire Radius FL,Tire Radius FR,Tire Radius RL,Tire Radius RR,Tire Rubber Grip FL,Tire Rubber Grip FR,Tire Rubber Grip RL,Tire Rubber Grip RR,Tire Slip Angle FL,Tire Slip Angle FR,Tire Slip Angle RL,Tire Slip Angle RR,Tire Slip Ratio FL,Tire Slip Ratio FR,Tire Slip Ratio RL,Tire Slip Ratio RR,Tire Temp Core FL,Tire Temp Core FR,Tire Temp Core RL,Tire Temp Core RR,Tire Temp Inner FL,Tire Temp Inner FR,Tire Temp Inner RL,Tire Temp Inner RR,Tire Temp Middle FL,Tire Temp Middle FR,Tire Temp Middle RL,Tire Temp Middle RR,Tire Temp Outer FL,Tire Temp Outer FR,Tire Temp Outer RL,Tire Temp Outer RR,Toe In FL,Toe In FR,Toe In RL,Toe In RR,Turbo Boost,Wheel Angular Speed FL,Wheel Angular Speed FR,Wheel Angular Speed RL,Wheel Angular Speed RR,Wind Direction,Wind Speed
4716,4716,4716,289.4,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-4.0440,37.403,56.999999000,0.00,12,12,12,12,-1.029,0.1019,-1.062,187.42,-2.3033,-2.913,-3.5083,-3.886,-308.9,221.35,-2.005,0,0,0,0,0.8793,-10.15906,-10.15906,-0.297,-6.51,0.315,3.15,80.40,-0.483,-0.2795,4.07,100.00,0,0,248.94,0,0,0,0,0,0,0.0000,16213,0.0000,30,6.000,289.45,0.0000,0,0,0,0,0,0.0000,0,29.604,29.604,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,66.66,-52.31,-52.31,-60.54,-60.54,13,-90.16,32.23,-187.08,104.99,1.0000,-67.00,0.12,100,15.262,9.646,81.01,70.46,0.0000,1,71.37,0,0.0000,0,0.0000,5580,4514,8082,7905,304.049,305.62,299.857,299.217,29.510,25.4684,30.837,29.2608,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.481,-0.255,-0.5509,-0.3061,-0.0311,-0.0448,0.55,0.73,97.937,72.677,106.229,96.380,101.476,69.310,110.018,98.541,96.397,63.973,102.684,90.355,93.599,61.606,96.695,84.283,0.222,0.013,0.04198,0.06991,0,247.88,247.41,248.92,248.86,-359,21
4797,4797,4797,291.9,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-4.0140,37.403,56.999999000,0.00,12,12,12,12,-0.062,0.0398,-0.560,183.20,-2.6377,-2.569,-3.7507,-3.676,-228.5,228.46,-2.015,0,0,0,0,0.9122,-10.15906,-10.15906,-0.095,-1.34,0.123,-0.32,81.08,0.026,-0.2055,0.50,100.00,0,0,250.84,0,0,0,0,0,0,0.0000,16336,0.0000,30,6.000,291.87,0.0000,0,0,0,0,0,0.0000,0,30.603,30.603,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-55.95,-55.95,-63.11,-63.11,13,-74.56,73.46,-179.44,179.44,1.0000,-68.00,0.01,100,14.215,13.645,76.89,77.01,0.0000,1,68.63,0,0.0000,0,0.0000,5801,5624,9118,9053,303.464,301.80,297.435,296.411,29.602,25.5259,30.914,29.3317,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.137,0.179,-0.0996,0.1220,-0.0311,-0.0364,0.52,0.54,98.509,73.037,106.716,96.823,98.706,68.498,108.313,97.671,93.755,63.260,101.059,89.579,90.990,60.956,95.105,83.572,0.172,0.153,0.05301,0.05275,0,249.88,249.83,250.82,250.82,-359,21
4878,4878,4878,291.5,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-3.9990,37.403,56.999999000,0.00,12,12,12,12,-0.625,-0.0482,0.764,182.07,-1.6897,-2.443,-2.8400,-3.472,-147.6,233.59,-2.071,0,0,0,0,0.9448,-10.15906,-10.15906,-0.082,2.24,0.033,3.10,80.97,-0.291,-0.2097,2.09,100.00,0,0,250.16,0,0,0,0,0,0,0.0000,16292,0.0000,30,6.000,291.49,0.0000,0,0,0,0,0,0.0000,0,31.602,31.602,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-56.85,-56.85,-63.57,-63.57,13,-90.54,52.84,-195.36,146.33,1.0000,-69.00,0.07,100,15.633,12.208,78.91,75.27,0.0000,1,60.39,0,0.0000,0,0.0000,6688,5880,9501,9580,301.689,301.73,296.613,295.061,29.667,25.5794,30.979,29.3954,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.397,-0.058,-0.3623,-0.1509,-0.0227,-0.0249,0.32,0.41,98.920,73.371,107.116,97.222,95.917,67.806,106.482,96.694,91.107,62.662,99.330,88.711,88.389,60.420,93.431,82.780,0.219,0.105,0.04727,0.05755,0,249.75,249.53,250.18,250.17,-359,21
4959,4959,4959,288.8,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-4.0140,37.403,56.999999000,0.00,12,12,12,12,-0.062,-0.0569,-0.622,185.90,-3.1806,-2.705,-4.3127,-3.708,-67.1,233.52,-2.008,0,0,0,0,0.9772,-10.15906,-10.15906,-0.210,-1.14,-0.020,1.98,80.23,0.055,-0.2709,-0.16,100.00,0,0,248.06,0,0,0,0,0,0,0.0000,16155,0.0000,30,6.000,288.84,0.0000,0,0,0,0,0,0.0000,0,32.601,32.601,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-54.98,-54.98,-58.96,-58.96,13,-75.34,77.27,-181.22,180.69,1.0000,-70.00,-0.67,100,13.939,13.327,73.62,74.12,0.0000,1,62.35,0,0.0000,0,0.0000,5547,5505,8682,8900,304.433,302.24,298.611,296.921,29.714,25.6156,31.027,29.4452,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.080,0.225,-0.0835,0.1529,-0.0236,-0.0331,0.45,0.45,99.212,73.598,107.416,97.532,93.718,66.984,104.894,95.629,89.003,61.930,97.825,87.757,86.302,59.740,91.965,81.899,0.111,0.196,0.06064,0.05959,0,247.34,247.32,248.07,248.07,-359,21
5040,5040,5040,293.4,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.0360,33.329,56.999999000,0.00,12,12,12,12,0.075,0.1113,-0.612,184.21,-2.8364,-2.502,-3.7583,-3.610,13.9,232.35,-2.026,0,0,0,0,0.0097,-10.15906,-10.15906,-0.209,-1.06,0.204,-0.10,81.50,0.110,-0.2251,0.29,100.00,0,0,252.33,0,0,0,0,0,0,0.0000,16433,0.0000,30,6.000,293.42,0.0000,0,0,0,0,0,0.0000,0,0.276,0.276,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-55.85,-55.85,-61.86,-61.86,13,-70.37,79.92,-167.66,183.83,2.0000,-71.00,0.02,100,13.722,14.086,75.21,76.79,0.0000,1,72.94,0,0.0000,0,0.0000,5649,5774,8964,9041,303.956,301.41,297.925,296.636,29.729,25.6619,31.062,29.4938,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.069,0.246,-0.0406,0.1878,-0.0358,-0.0424,0.60,0.60,99.304,73.887,107.637,97.837,90.770,66.949,103.377,95.171,86.188,61.935,96.365,87.369,83.533,59.786,90.519,81.556,0.158,0.165,0.05751,0.05336,0,251.16,251.13,252.30,252.30,-359,21
5122,5122,5122,297.9,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.2130,33.329,56.999999000,0.00,12,12,12,12,-0.034,0.0916,-0.945,183.80,-2.6660,-2.597,-3.8216,-3.738,95.8,232.29,-2.040,0,0,0,0,0.0427,-10.15906,-10.15906,-0.080,-2.37,0.034,2.14,82.74,0.031,-0.1597,0.46,100.00,0,0,256.11,0,0,0,0,0,0,0.0000,16680,0.0000,30,6.000,297.87,0.0000,0,0,0,0,0,0.0000,0,1.272,1.272,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,111.11,-54.48,-54.48,-63.48,-63.48,13,-68.04,70.32,-167.77,170.96,2.0000,-72.00,-0.07,100,13.657,13.137,78.55,78.45,0.0000,1,72.55,0,0.0000,0,0.0000,5471,5478,8611,8721,304.536,302.43,298.879,297.495,29.735,25.7047,31.094,29.5421,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.117,0.164,-0.1041,0.1182,-0.0359,-0.0420,0.61,0.63,99.341,74.154,107.837,98.138,88.203,66.449,101.981,94.603,83.739,61.506,95.025,86.868,81.124,59.406,89.193,81.093,0.149,0.145,0.04912,0.04939,0,254.88,254.84,256.08,256.08,-359,21
5206,5206,5206,308.6,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.4080,33.329,56.999999000,0.00,12,12,12,12,-0.083,0.5376,-0.637,179.57,-2.6574,-2.533,-3.8739,-3.773,179.1,231.70,-2.028,0,0,0,0,0.0762,-10.15906,-10.15906,0.099,-2.23,0.100,0.90,85.71,0.012,-0.0440,0.53,100.00,0,0,266.10,0,0,0,0,0,0,0.0000,17330,0.0000,30,6.000,308.56,0.0000,0,0,0,0,0,0.0000,0,2.268,2.268,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-57.20,-57.20,-68.27,-68.27,13,-81.49,80.67,-193.80,196.83,2.0000,-72.99,-0.02,100,14.570,14.219,80.58,80.53,0.0000,1,100.00,0,0.0000,0,0.0000,6137,6127,9784,10030,302.693,300.51,296.050,294.327,29.729,25.7495,31.124,29.5937,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.154,0.180,-0.1039,0.0989,-0.0587,-0.0661,0.97,0.99,99.308,74.434,108.023,98.460,85.799,66.042,101.107,94.537,81.446,61.163,94.159,86.814,78.868,59.108,88.296,81.031,0.180,0.172,0.04475,0.04498,0,263.78,263.72,265.99,265.99,-359,21
5294,5294,5294,325.0,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.6270,33.329,56.999999000,0.00,12,12,12,12,-1.854,-0.2357,-0.755,172.82,-1.5870,-3.112,-3.7228,-4.121,267.8,229.51,0.037,0,0,0,0,0.1120,-10.15906,-10.15906,2.017,-6.50,1.088,7.13,90.28,-0.559,-0.1811,11.08,100.00,0,0,278.57,0,0,0,0,0,0,0.0000,18142,0.0000,30,6.000,325.00,0.0000,0,0,0,0,0,0.0000,0,3.273,3.273,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-62.18,-62.18,-58.81,-58.81,13,-239.04,14.01,-202.70,94.03,2.0000,-74.00,5.24,100,21.371,8.438,88.67,78.63,0.0000,1,64.31,0,0.0000,0,0.0000,10982,5645,8221,7782,290.660,303.23,299.453,299.741,29.744,25.8074,31.162,29.6552,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.944,-0.580,-0.6450,-0.4381,-0.0631,-0.0206,0.34,0.59,99.400,74.796,108.261,98.845,84.603,65.819,100.860,95.002,80.296,60.980,93.865,87.226,77.714,58.951,87.916,81.376,0.794,-0.420,0.02048,0.04986,0,278.10,277.27,278.75,278.38,-359,21
5380,5380,5380,295.1,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.8280,33.329,56.999999000,0.00,12,12,12,12,-2.595,-0.8347,1.711,162.83,-2.1466,-2.961,-3.6088,-4.248,351.8,211.29,5.069,0,0,0,0,0.1474,-10.15906,-10.15906,4.684,9.18,5.591,-8.67,81.97,-0.533,-0.2589,21.84,100.00,0,0,251.91,0,0,0,0,0,0,0.0000,16406,0.0000,30,6.000,295.09,0.0000,0,0,0,0,0,0.0000,0,4.275,4.275,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-61.56,-61.56,-72.22,-72.22,13,-203.02,-16.98,-303.98,95.73,2.0000,-75.00,15.76,100,20.937,11.727,89.29,76.16,0.0000,1,0.00,0,0.0000,0,0.0000,8186,5359,11063,9592,297.157,302.69,293.161,294.980,29.799,25.8464,31.194,29.7004,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-1.347,-0.869,-0.8021,-0.6302,-0.0088,0.0548,-0.35,-0.04,99.742,75.040,108.463,99.127,86.962,66.557,101.569,95.245,82.553,61.626,94.496,87.410,79.893,59.542,88.442,81.485,1.442,-0.986,0.01602,0.05465,0,253.85,252.29,252.72,251.60,-359,21
5458,5458,5458,270.4,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.8940,33.329,56.999999000,0.00,12,12,12,12,-5.167,-0.1628,0.803,178.70,-1.7983,-3.334,-2.3728,-3.941,415.0,168.64,11.968,0,0,0,0,0.1784,-10.15906,-10.15906,4.340,4.86,5.060,-9.38,75.08,-1.844,-0.5612,40.02,100.00,0,0,232.71,0,0,0,0,0,0,0.0000,15156,0.0000,30,6.000,270.36,0.0000,0,0,0,0,0,0.0000,0,5.268,5.268,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,111.11,-57.93,-57.93,-50.16,-50.16,13,-202.45,-85.63,-244.65,-88.25,2.0000,-75.99,28.53,100,22.157,4.686,78.02,45.41,0.0000,1,60.00,0,0.0000,0,0.0000,8976,4612,9410,6328,295.835,305.82,297.231,304.059,29.844,25.8303,31.219,29.7146,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-3.130,-2.836,-2.2500,-1.9946,-0.1025,-0.0400,0.37,0.75,100.022,74.939,108.621,99.216,91.817,68.119,104.477,96.709,87.214,62.998,97.253,88.675,84.435,60.801,91.043,82.558,2.628,-2.377,0.04783,0.12204,0,233.01,229.81,234.12,231.42,-359,21
5532,5532,5532,266.8,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.9150,33.329,56.999999000,0.00,12,12,12,12,-2.386,0.0892,-0.171,190.84,-2.2552,-2.997,-2.7715,-3.828,451.4,104.16,16.994,0,0,0,0,0.2080,-10.15906,-10.15906,2.471,-18.47,3.176,2.77,74.11,-0.833,-0.6677,13.95,100.00,0,0,229.66,0,0,0,0,0,0,0.0000,14957,0.0000,30,6.000,266.82,0.0000,0,0,0,0,0,0.0000,0,6.273,6.273,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,111.11,-45.72,-45.72,-49.62,-49.62,13,-124.02,-49.14,-146.51,20.57,2.0000,-77.00,15.84,100,13.649,3.341,76.83,52.53,0.0000,1,68.23,0,0.0000,0,0.0000,5595,4106,6126,5530,306.429,309.18,303.880,305.073,29.874,25.7966,31.240,29.7133,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-1.755,-1.727,-1.0732,-0.7681,-0.0348,-0.0215,0.55,0.87,100.211,74.728,108.752,99.208,94.361,68.635,106.284,97.139,89.653,63.444,99.040,89.068,86.795,61.199,92.797,82.906,1.394,-1.412,0.05228,0.10829,0,228.78,227.51,229.89,229.17,-359,21
5607,5607,5607,270.9,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.9480,33.329,56.999999000,0.00,12,12,12,12,-0.510,0.1447,-0.590,198.38,-2.5059,-2.755,-2.9858,-3.186,461.9,30.30,18.941,0,0,0,0,0.2382,-10.15906,-10.15906,-0.061,0.36,-0.084,-1.50,75.24,-0.136,-0.6623,3.73,100.00,0,0,233.42,0,0,0,0,0,0,0.0000,15202,0.0000,30,6.000,270.88,0.0000,0,0,0,0,0,0.0000,0,7.278,7.278,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-52.57,-52.57,-36.00,-36.00,13,-82.79,43.83,-134.02,96.14,2.0000,-78.00,1.93,100,13.716,10.842,57.05,53.77,0.0000,1,68.23,0,0.0000,0,0.0000,5550,4665,7208,6674,304.344,304.97,302.642,303.104,29.883,25.7710,31.250,29.7042,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.336,-0.083,-0.3310,-0.0043,-0.0482,-0.0470,0.62,0.76,100.269,74.569,108.812,99.151,94.096,68.218,106.021,96.269,89.397,63.060,98.877,88.316,86.517,60.825,92.712,82.241,0.308,-0.082,0.09775,0.10476,0,232.22,231.91,233.39,233.39,-359,21
5683,5683,5683,276.6,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-1.0080,33.329,56.999999000,0.00,12,12,12,12,-0.624,0.1350,-0.743,197.18,-2.6088,-2.666,-3.1986,-3.240,462.4,-45.13,18.990,0,0,0,0,0.2689,-10.15906,-10.15906,-0.720,-0.99,0.088,1.14,76.83,-0.168,-0.5875,5.14,100.00,0,0,238.21,0,0,0,0,0,0,0.0000,15514,0.0000,30,6.000,276.58,0.0000,0,0,0,0,0,0.0000,0,8.268,8.268,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,111.11,-52.76,-52.76,-41.56,-41.56,13,-84.92,39.69,-133.68,98.38,2.0000,-79.00,3.05,100,13.503,11.303,62.31,59.42,0.0000,1,68.23,0,0.0000,0,0.0000,5313,4970,6845,7078,304.949,304.07,303.392,301.991,29.874,25.7665,31.254,29.7079,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.411,-0.160,-0.3780,-0.0691,-0.0524,-0.0434,0.56,0.77,100.215,74.541,108.837,99.174,91.774,67.004,104.205,94.956,87.187,61.973,97.215,87.180,84.353,59.797,91.168,81.241,0.388,-0.154,0.08680,0.09380,0,237.06,236.66,238.17,238.17,-359,21
5759,5759,5759,266.4,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-1.1310,33.329,56.999999000,0.00,12,12,12,12,-0.571,-0.5128,-2.019,219.45,-2.4668,-2.888,-2.9837,-2.765,452.6,-120.67,17.346,0,0,0,0,0.3002,-10.15906,-10.15906,-3.527,-17.20,1.544,5.95,73.98,-0.052,-0.9325,4.29,100.00,0,0,226.83,0,0,0,0,0,0,0.0000,14773,0.0000,30,6.000,266.36,0.0000,0,0,0,0,0,0.0000,0,9.270,9.270,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,111.11,-39.16,-39.16,-17.32,-17.32,13,-42.98,-0.06,-65.02,54.80,2.0000,-80.00,10.27,100,9.380,5.747,46.82,50.95,0.0000,1,0.00,0,0.0000,0,0.0000,2846,1362,3993,4289,311.916,314.81,309.690,307.964,29.866,25.7327,31.247,29.6936,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.608,-0.665,-0.3288,0.0321,0.0309,0.1005,-0.38,-0.22,100.163,74.330,108.796,99.085,91.375,66.376,103.531,93.921,86.815,61.397,96.641,86.279,83.981,59.237,90.666,80.439,0.628,-0.691,0.11565,0.10880,0,228.18,228.19,227.09,227.09,-359,21
5831,5831,5831,263.0,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-1.2630,33.329,56.999999000,0.00,12,12,12,12,-4.365,0.5714,-0.816,213.57,-2.1728,-3.062,-2.4656,-3.806,415.0,-180.72,12.787,0,0,0,0,0.3291,-10.15906,-10.15906,-5.451,-11.42,3.327,4.34,73.02,-1.986,-0.6947,25.55,100.00,0,0,228.55,0,0,0,0,0,0,0.0000,14884,0.0000,30,6.000,262.97,0.0000,0,0,0,0,0,0.0000,0,10.278,10.278,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-46.04,-46.04,-36.25,-36.25,13,11.96,-4.32,-181.24,-67.18,2.0000,-81.00,63.80,100,19.043,-0.953,69.58,42.89,0.0000,1,100.00,0,0.0000,0,0.0000,6421,2169,7744,5654,302.816,314.16,300.849,304.917,29.949,25.6736,31.260,29.6707,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-6.324,-6.384,-2.2284,-1.9280,-0.2692,-0.3917,1.38,1.91,100.683,73.960,108.875,98.942,105.513,69.990,107.976,96.415,100.219,64.647,100.919,88.529,96.897,62.317,94.788,82.483,5.279,-5.389,0.07028,0.12732,0,224.43,221.78,229.06,227.72,-359,21
5907,5907,5907,284.7,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-1.4340,33.329,56.999999000,0.00,12,12,12,12,-0.567,0.7177,-0.316,194.99,-2.4812,-2.717,-3.6256,-3.682,347.3,-212.63,6.334,0,0,0,0,0.3602,-10.15906,-10.15906,-4.489,2.06,2.338,2.22,79.08,-0.151,-0.2017,1.98,100.00,0,0,246.07,0,0,0,0,0,0,0.0000,16026,0.0000,30,6.000,284.69,0.0000,0,0,0,0,0,0.0000,0,11.274,11.274,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,66.66,-54.85,-54.85,-61.49,-61.49,13,-87.11,49.08,-193.22,158.20,2.0000,-82.00,1.42,100,15.269,11.954,76.95,73.12,0.0000,1,100.00,0,0.0000,0,0.0000,5639,5060,9331,9398,303.906,303.54,297.337,296.029,30.094,25.6716,31.316,29.6919,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,99.9978,100.0000,-0.368,-0.069,-0.2671,-0.0397,-0.0687,-0.0670,0.99,1.07,101.588,73.947,109.228,99.075,109.618,71.109,110.867,98.632,104.169,65.622,103.662,90.493,100.737,63.209,97.382,84.225,0.298,0.008,0.05375,0.06400,0,243.74,243.60,245.92,245.92,-359,21
5990,5990,5990,307.6,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-1.5990,33.329,56.999999000,0.00,12,12,12,12,-0.187,0.6573,1.289,184.38,-2.4762,-2.750,-3.9371,-3.816,266.2,-223.07,1.087,0,0,0,0,0.3940,-10.15906,-10.15906,-3.133,5.79,0.906,4.51,85.43,-0.012,-0.1022,1.41,100.00,0,0,265.30,0,0,0,0,0,0,0.0000,17278,0.0000,30,6.000,307.56,0.0000,0,0,0,0,0,0.0000,0,12.273,12.273,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,111.11,-60.87,-60.87,-67.42,-67.42,13,-111.87,91.00,-209.83,210.77,2.0000,-83.00,0.04,100,17.563,13.881,81.98,81.74,0.0000,1,100.00,0,0.0000,0,0.0000,7507,6549,10140,10789,299.164,299.51,295.360,292.697,30.239,25.7266,31.399,29.7558,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,99.9923,100.0000,-0.263,0.173,-0.1333,0.0525,-0.0580,-0.0709,0.89,0.95,102.492,74.291,109.746,99.474,107.822,70.741,110.928,99.323,102.469,65.297,103.665,91.103,99.066,62.909,97.298,84.752,0.273,0.158,0.04078,0.04175,0,263.13,262.99,265.14,265.14,-359,21
6078,6078,6078,327.2,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-1.7370,33.329,56.999999000,0.00,12,12,12,12,-0.117,0.5093,2.107,173.71,-2.6708,-2.530,-3.8819,-3.792,177.8,-226.56,-1.721,0,0,0,0,0.4296,-10.15906,-10.15906,-1.100,8.68,0.040,-5.98,90.88,-0.030,-0.0649,0.83,100.00,0,0,281.80,0,0,0,0,0,0,0.0000,18352,0.0000,30,6.000,327.16,0.0000,0,0,0,0,0,0.0000,0,13.275,13.275,33.329,17.496,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-68.92,-68.92,-76.06,-76.06,13,-152.03,141.38,-225.51,231.50,2.0000,-84.00,0.00,100,17.539,18.005,85.20,82.93,0.0000,1,100.00,0,0.0000,0,0.0000,9380,8790,10970,11470,294.437,291.55,293.342,291.220,30.374,25.8160,31.486,29.8371,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,99.9881,100.0000,-0.259,0.288,-0.0930,0.0745,-0.0545,-0.0611,0.85,0.88,103.335,74.850,110.290,99.981,104.695,69.942,109.912,99.394,99.489,64.604,102.636,91.161,96.136,62.279,96.218,84.780,0.269,0.282,0.03222,0.03843,0,279.75,279.65,281.73,281.73,-359,21
