Distance,Corr Dist,Corr Dist (Unstretched),Corr Speed,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Brake Pos,Brake Temp FL,Brake Temp FR,Brake Temp RL,Brake Temp RR,CG Accel Lateral,CG Accel Longitudinal,CG Accel Vertical,CG Height,Camber FL,Camber FR,Camber RL,Camber RR,Car Coord X,Car Coord Y,Car Coord Z,Car Damage Front,Car Damage Left,Car Damage Rear,Car Damage Right,Car Pos Norm,Caster FL,Caster FR,Chassis Pitch Angle,Chassis Pitch Rate,Chassis Roll Angle,Chassis Roll Rate,Chassis Velocity X,Chassis Velocity Y,Chassis Velocity Z,Chassis Yaw Rate,Clutch Pos,DRS Active,DRS Available,Drive Train Speed,ERS Heat Charging,ERS Is Charging,ERS Max Energy,ERS Power Level,ERS Recovery Level,Engine Brake Setting,Engine Limiter,Engine RPM,Flags,Fuel Level,Gear,Ground Speed,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,Lap Invalidated,Lap Time,Lap Time2,Last Lap Time,Last Sector Time,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate,Ride Height FL,Ride Height FR,Ride Height RL,Ride Height RR,Road Temp,Self Align Torque FL,Self Align Torque FR,Self Align Torque RL,Self Align Torque RR,Session Lap Count,Session Time Left,Steering Angle,Surface Grip,Suspension Travel FL,Suspension Travel FR,Suspension Travel RL,Suspension Travel RR,TC Active,TC Enabled,Throttle Pos,Tire Dirt Level FL,Tire Dirt Level FR,Tire Dirt Level RL,Tire Dirt Level RR,Tire Load FL,Tire Load FR,Tire Load RL,Tire Load RR,Tire Loaded Radius FL,Tire Loaded Radius FR,Tire Loaded Radius RL,Tire Loaded Radius RR,Tire Pressure FL,Tire Pressure FR,Tire Pressure RL,Tire Pressure RR,Tire Radius FL,Tire Radius FR,Tire Radius RL,Tire Radius RR,Tire Rubber Grip FL,Tire Rubber Grip FR,Tire Rubber Grip RL,Tire Rubber Grip RR,Tire Slip Angle FL,Tire Slip Angle FR,Tire Slip Angle RL,Tire Slip Angle RR,Tire Slip Ratio FL,Tire Slip Ratio FR,Tire Slip Ratio RL,Tire Slip Ratio RR,Tire Temp Core FL,Tire Temp Core FR,Tire Temp Core RL,Tire Temp Core RR,Tire Temp Inner FL,Tire Temp Inner FR,Tire Temp Inner RL,Tire Temp Inner RR,Tire Temp Middle FL,Tire Temp Middle FR,Tire Temp Middle RL,Tire Temp Middle RR,Tire Temp Outer FL,Tire Temp Outer FR,Tire Temp Outer RL,Tire Temp Outer RR,Toe In FL,Toe In FR,Toe In RL,Toe In RR,Turbo Boost,Wheel Angular Speed FL,Wheel Angular Speed FR,Wheel Angular Speed RL,Wheel Angular Speed RR,Wind Direction,Wind Speed
11286,11286,11286,355.9,0,1,1,1,1,1,0,0,0,100,1,1.17582,12,0,0.2880,29.249,56.999999000,0.00,12,12,12,12,-0.214,0.2566,0.728,170.20,-2.4074,-2.639,-4.0485,-4.010,-65.5,-221.60,-1.809,0,0,0,0,0.5275,-10.15906,-10.15906,0.921,0.45,-0.053,1.74,98.87,-0.066,-0.2247,1.11,100.00,0,0,305.84,0,0,0,0,0,0,0.0000,18108,0.0000,30,7.000,355.92,0.0000,0,0,0,0,0,0.0000,0,15.018,15.018,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,66.66,-65.71,-65.71,-72.94,-72.94,13,-138.34,121.00,-222.74,205.62,4.0000,-145.00,-0.65,100,19.889,16.911,87.41,86.81,0.0000,1,100.00,0,0.0000,0,0.0000,8729,7803,10438,10336,296.747,296.06,295.317,294.429,31.662,26.7143,32.603,30.9505,319.999993000,319.999993000,319.999993000,319.999993000,99.6648,100.00000,99.6384,99.7833,-0.314,0.267,-0.1454,0.0331,-0.0425,-0.0525,0.81,0.84,111.386,80.464,117.272,106.941,93.546,68.740,105.601,97.352,89.554,63.850,98.882,89.708,85.868,61.459,91.745,82.834,0.296,0.291,0.02567,0.02777,0,303.88,303.74,305.75,305.75,-359,21
11385,11385,11385,353.7,0,1,1,1,1,1,0,0,0,100,1,1.18918,12,0,0.2400,29.249,56.999999000,0.00,12,12,12,12,0.888,0.2078,0.500,169.51,-2.9411,-2.192,-4.1420,-3.788,-163.9,-220.45,0.532,0,0,0,0,0.5672,-10.15906,-10.15906,2.043,3.42,0.387,-7.50,98.24,0.485,0.1619,-0.47,100.00,0,0,303.71,0,0,0,0,0,0,0.0000,16543,0.0000,30,8.000,353.68,0.0000,0,0,0,0,0,0.0000,0,16.011,16.011,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,66.66,-62.61,-62.61,-73.33,-73.33,13,-83.33,153.34,-181.17,253.58,4.0000,-145.99,-0.00,100,13.510,18.538,80.84,89.29,0.0000,1,100.00,0,0.0000,0,0.0000,8230,8379,10989,10681,299.275,295.05,294.434,293.880,31.649,26.8002,32.617,30.9912,319.999993000,319.999993000,319.999993000,319.999993000,99.6635,100.00000,99.6355,99.7788,0.143,0.586,0.2323,0.3858,-0.0362,-0.0565,0.77,0.73,111.304,81.002,117.359,107.195,90.415,69.609,103.642,96.883,86.512,64.724,96.956,89.297,82.900,62.379,89.856,82.472,0.150,0.298,0.04442,0.01995,0,301.97,301.95,303.76,303.76,-359,21
11483,11483,11483,342.3,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.2160,29.249,56.999999000,0.00,12,12,12,12,-1.345,-1.0263,2.469,157.22,-2.3424,-2.660,-3.8617,-4.105,-261.9,-223.60,5.912,0,0,0,0,0.6066,-10.15906,-10.15906,3.868,9.46,0.585,7.74,95.09,-0.282,-0.3597,11.05,100.00,0,0,291.65,0,0,0,0,0,0,0.0000,15886,0.0000,30,8.000,342.32,0.0000,0,0,0,0,0,0.0000,0,17.010,17.010,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,83.33,-75.69,-75.69,-75.73,-75.73,13,-249.61,117.13,-273.06,187.74,4.0000,-146.99,4.55,100,24.118,18.261,89.53,83.56,0.0000,1,0.00,0,0.0000,0,0.0000,10972,10207,10997,11143,290.464,288.71,294.177,293.455,31.643,26.8867,32.621,31.0224,319.999993000,319.999993000,319.999993000,319.999993000,99.6619,100.00000,99.6333,99.7763,-0.801,-0.045,-0.4262,-0.2419,-0.0226,-0.0028,-0.27,-0.04,111.267,81.542,117.379,107.390,88.241,69.330,101.527,95.386,84.404,64.499,94.918,87.924,80.846,62.193,87.901,81.208,0.811,-0.065,0.01605,0.03456,0,293.26,292.46,291.99,291.77,-359,21
11573,11573,11573,309.1,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.1830,29.249,56.999999000,0.00,12,12,12,12,-1.332,-0.8651,0.024,164.88,-2.3086,-2.812,-3.7082,-3.903,-351.7,-214.92,12.709,0,0,0,0,0.6439,-10.15906,-10.15906,4.465,3.85,5.068,0.26,85.85,-0.383,0.0113,7.10,100.00,0,0,263.67,0,0,0,0,0,0,0.0000,14362,0.0000,30,8.000,309.06,0.0000,0,0,0,0,0,0.0000,0,18.015,18.015,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,111.11,-62.54,-62.54,-67.52,-67.52,13,-163.19,59.11,-255.88,151.46,4.0000,-148.00,2.80,100,19.007,13.434,83.49,78.29,0.0000,1,0.00,0,0.0000,0,0.0000,8410,6905,10526,10098,297.901,299.16,295.804,295.284,31.625,26.8873,32.594,31.0114,319.999993000,319.999993000,319.999993000,319.999993000,99.6562,100.00000,99.6285,99.7718,-0.641,-0.191,-0.4660,-0.2858,-0.0072,0.0056,-0.21,-0.07,111.154,81.545,117.213,107.321,89.770,69.286,101.825,95.245,85.897,64.424,95.179,87.761,82.305,62.078,88.118,81.018,0.530,-0.072,0.03305,0.04877,0,265.01,264.44,263.93,263.81,-359,21
11655,11655,11655,279.9,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.1350,29.249,56.999999000,0.00,12,12,12,12,-4.665,-0.2576,0.475,178.03,-1.5177,-3.690,-2.8029,-4.620,-425.5,-182.06,18.004,0,0,0,0,0.6770,-10.15906,-10.15906,2.537,-3.53,3.669,-1.24,77.75,-1.459,-0.1972,35.84,100.00,0,0,240.13,0,0,0,0,0,0,0.0000,13080,0.0000,30,8.000,279.95,0.0000,0,0,0,0,0,0.0000,0,19.017,19.017,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,83.33,-51.05,-51.05,-64.27,-64.27,13,-164.47,-32.39,-284.31,-58.67,4.0000,-149.00,35.59,100,23.612,0.593,96.31,60.21,0.0000,1,56.08,0,0.0000,0,0.0000,8393,2197,10245,7591,298.260,313.83,295.527,300.950,31.594,26.8494,32.565,30.9791,319.999993000,319.999993000,319.999993000,319.999993000,99.6481,100.00000,99.6221,99.7664,-3.486,-3.343,-1.7980,-1.6209,-0.0589,0.0924,0.22,0.44,110.961,81.308,117.032,107.120,93.418,70.150,103.908,96.057,89.425,65.168,97.165,88.444,85.726,62.733,89.994,81.574,3.184,-3.040,-0.00378,0.09409,0,240.84,238.18,241.64,238.86,-359,21
11729,11729,11729,256.1,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.1440,29.249,56.999999000,0.00,12,12,12,12,-3.684,-0.6247,-1.492,202.37,-1.9185,-3.040,-2.4599,-4.003,-466.4,-121.65,20.629,0,0,0,0,0.7061,-10.15906,-10.15906,-0.575,-18.27,3.617,9.12,71.12,-1.969,-0.6475,21.21,100.00,0,0,218.32,0,0,0,0,0,0,0.0000,12926,0.0000,30,7.000,256.12,0.0000,0,0,0,0,0,0.0000,0,20.013,20.013,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,166.66,-40.62,-40.62,-44.67,-44.67,13,-27.49,-11.81,-159.38,-68.84,4.0000,-150.00,42.56,100,17.863,-1.546,78.47,45.77,0.0000,1,0.00,0,0.0000,0,0.0000,4173,1485,6923,5405,308.916,316.72,303.405,306.363,31.615,26.7728,32.549,30.9328,319.999993000,319.999993000,319.999993000,319.999993000,99.6317,100.00000,99.6113,99.7570,-4.761,-4.853,-2.2043,-1.8993,0.0865,0.3271,-0.39,-0.00,111.097,80.830,116.933,106.830,103.450,72.505,109.340,99.164,99.134,67.236,102.376,91.184,95.146,64.609,94.957,83.974,3.629,-3.733,0.04617,0.12041,0,219.82,218.18,219.33,217.91,-359,21
11799,11799,11799,252.8,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.2190,29.249,56.999999000,0.00,12,12,12,12,-0.673,0.2426,-0.928,204.66,-2.4654,-2.848,-2.9423,-3.250,-471.8,-52.53,19.355,0,0,0,0,0.7340,-10.15906,-10.15906,-2.431,-7.09,0.103,2.85,70.20,-0.214,-0.5852,5.36,100.00,0,0,218.20,0,0,0,0,0,0,0.0000,12919,0.0000,30,7.000,252.75,0.0000,0,0,0,0,0,0.0000,0,21.012,21.012,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,66.66,-49.87,-49.87,-38.89,-38.89,13,-77.55,33.27,-114.00,74.83,4.0000,-150.99,1.22,100,13.155,9.123,63.21,55.09,0.0000,1,76.08,0,0.0000,0,0.0000,5289,4242,6064,6146,305.919,307.11,305.301,304.996,31.598,26.7305,32.515,30.8814,319.999993000,319.999993000,319.999993000,319.999993000,99.6284,100.00000,99.6080,99.7542,-0.353,-0.183,-0.4470,-0.1269,-0.0439,-0.0571,0.71,0.95,110.985,80.565,116.721,106.509,102.742,71.888,108.821,98.288,98.455,66.674,101.963,90.425,94.494,64.070,94.652,83.325,0.295,-0.138,0.08496,0.10259,0,216.80,216.24,218.03,218.02,-359,21
11870,11870,11870,262.9,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.3090,29.249,56.999999000,0.00,12,12,12,12,-0.946,0.2807,-0.994,210.19,-2.3517,-2.903,-3.0259,-3.273,-471.5,19.28,15.625,0,0,0,0,0.7632,-10.15906,-10.15906,-4.816,-3.47,-0.133,3.70,73.04,-0.420,-0.6184,6.89,100.00,0,0,226.85,0,0,0,0,0,0,0.0000,13431,0.0000,30,7.000,262.95,0.0000,0,0,0,0,0,0.0000,0,22.017,22.017,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,83.33,-50.77,-50.77,-36.93,-36.93,13,-81.25,34.39,-145.28,63.47,4.0000,-152.00,0.15,100,14.413,9.069,60.73,53.99,0.0000,1,76.86,0,0.0000,0,0.0000,5417,4242,6897,6633,305.414,306.92,303.899,303.745,31.547,26.6950,32.471,30.8377,319.999993000,319.999993000,319.999993000,319.999993000,99.6280,100.00000,99.6065,99.7523,-0.395,-0.183,-0.6416,-0.3179,-0.0380,-0.0728,0.76,0.85,110.670,80.344,116.446,106.236,99.591,70.502,106.865,96.996,95.428,65.426,100.159,89.313,91.579,62.897,93.013,82.385,0.211,-0.018,0.08996,0.10516,0,225.62,224.81,226.92,226.63,-359,21
11945,11945,11945,272.3,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.3330,29.249,56.999999000,0.00,12,12,12,12,-1.698,0.2841,-0.381,211.70,-2.3053,-2.807,-3.2015,-3.171,-461.5,92.36,8.795,0,0,0,0,0.7933,-10.15906,-10.15906,-6.960,1.28,2.522,2.54,75.64,-0.060,-0.7324,16.38,100.00,0,0,235.01,0,0,0,0,0,0,0.0000,13914,0.0000,30,7.000,272.30,0.0000,0,0,0,0,0,0.0000,0,23.016,23.016,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,111.11,-56.91,-56.91,-32.45,-32.45,13,-174.87,-16.91,-142.72,65.63,4.0000,-153.00,16.39,100,16.429,9.270,58.00,58.62,0.0000,1,76.47,0,0.0000,0,0.0000,7598,5647,6981,6128,299.850,302.51,304.170,304.916,31.517,26.6449,32.435,30.7985,319.999993000,319.999993000,319.999993000,319.999993000,99.6251,100.00000,99.6033,99.7490,-1.111,-0.821,-0.5280,-0.1951,-0.1084,-0.0298,0.63,1.06,110.480,80.030,116.221,105.991,98.731,69.737,106.302,96.537,94.604,64.722,99.661,88.933,90.790,62.218,92.585,82.085,1.408,-1.157,0.09585,0.09607,0,233.57,232.69,235.13,234.74,-359,21
12022,12022,12022,282.3,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.2640,29.249,56.999999000,0.00,12,12,12,12,-5.013,0.6674,1.381,190.37,-1.2261,-3.946,-2.9696,-4.406,-430.1,161.18,0.537,0,0,0,0,0.8240,-10.15906,-10.15906,-4.802,12.99,2.600,3.53,78.38,-2.155,-0.0353,22.95,100.00,0,0,243.85,0,0,0,0,0,0,0.0000,14437,0.0000,30,7.000,282.29,0.0000,0,0,0,0,0,0.0000,0,24.012,24.012,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,111.11,-61.24,-61.24,-66.22,-66.22,13,-268.27,-30.23,-321.25,-133.13,4.0000,-154.00,0.47,100,25.928,4.423,92.39,59.77,0.0000,1,100.00,0,0.0000,0,0.0000,10246,4921,11845,10175,293.089,304.92,292.351,295.324,31.559,26.6066,32.436,30.7828,319.999993000,319.999993000,319.999993000,319.999993000,99.6140,100.00000,99.5950,99.7406,-1.721,-1.325,-2.0693,-1.9334,-0.0409,-0.1346,0.90,1.00,110.743,79.792,116.222,105.892,104.281,71.466,109.801,99.407,100.002,66.230,102.945,91.465,96.063,63.585,95.645,84.316,0.627,-0.248,0.00959,0.09750,0,242.93,240.44,244.96,243.05,-359,21
12103,12103,12103,296.8,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.1020,29.249,56.999999000,0.00,12,12,12,12,-4.751,0.3342,-1.384,189.21,-1.9625,-3.328,-2.9956,-4.400,-364.9,207.34,-1.896,0,0,0,0,0.8560,-10.15906,-10.15906,0.034,-9.86,1.586,-6.97,82.41,-1.928,-0.1944,39.44,100.00,0,0,256.63,0,0,0,0,0,0,0.0000,15194,0.0000,30,7.000,296.75,0.0000,0,0,0,0,0,0.0000,0,25.014,25.014,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,111.11,-50.07,-50.07,-57.58,-57.58,13,-128.37,-43.87,-216.88,-69.54,4.0000,-155.00,32.80,100,20.403,2.616,88.84,59.13,0.0000,1,100.00,0,0.0000,0,0.0000,7591,2747,8968,6669,300.258,311.85,298.997,303.421,31.656,26.6146,32.477,30.8056,319.999993000,319.999993000,319.999993000,319.999993000,99.6046,100.00000,99.5874,99.7326,-3.672,-3.561,-2.1066,-1.8759,-0.1733,-0.0892,1.09,1.49,111.348,79.841,116.480,106.034,107.989,72.690,112.580,101.904,103.597,67.303,105.516,93.645,99.558,64.568,98.002,86.209,3.165,-3.044,0.02044,0.09785,0,254.69,251.26,257.84,255.20,-359,21
12187,12187,12187,310.4,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.0300,29.249,56.999999000,0.00,12,12,12,12,-0.279,0.4862,0.359,179.93,-2.6647,-2.477,-3.9134,-3.866,-282.9,225.93,-2.037,0,0,0,0,0.8900,-10.15906,-10.15906,-0.188,1.03,0.169,-2.31,86.21,-0.004,-0.0583,1.96,100.00,0,0,267.51,0,0,0,0,0,0,0.0000,15838,0.0000,30,7.000,310.36,0.0000,0,0,0,0,0,0.0000,0,26.019,26.019,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,83.33,-57.66,-57.66,-69.41,-69.41,13,-103.29,77.63,-193.75,183.10,4.0000,-156.00,2.18,100,14.601,14.206,82.75,82.42,0.0000,1,100.00,0,0.0000,0,0.0000,6815,6818,9686,9521,302.541,299.72,297.370,296.462,31.750,26.6214,32.533,30.8415,319.999993000,319.999993000,319.999993000,319.999993000,99.5978,100.00000,99.5803,99.7253,-0.290,0.068,-0.1241,0.0672,-0.0637,-0.0558,0.87,0.93,111.936,79.884,116.829,106.259,108.960,72.877,114.274,103.432,104.560,67.446,107.086,94.970,100.507,64.679,99.442,87.351,0.329,0.024,0.03878,0.03994,0,265.39,265.30,267.38,267.38,-359,21
12275,12275,12275,325.2,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.1290,29.249,56.999999000,0.00,12,12,12,12,-0.177,0.3720,-1.481,181.30,-2.5484,-2.662,-3.9236,-3.953,-195.4,230.91,-2.046,0,0,0,0,0.9255,-10.15906,-10.15906,-0.079,-1.16,-0.056,-0.94,90.33,-0.019,-0.0810,1.06,100.00,0,0,280.03,0,0,0,0,0,0,0.0000,16580,0.0000,30,7.000,325.19,0.0000,0,0,0,0,0,0.0000,0,27.012,27.012,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,83.33,-52.54,-52.54,-70.34,-70.34,13,-65.93,56.77,-197.77,183.50,4.0000,-156.99,0.01,100,14.731,12.977,85.06,83.63,0.0000,1,100.00,0,0.0000,0,0.0000,5212,4631,9819,9385,305.777,305.19,296.619,296.577,31.817,26.6675,32.590,30.8972,319.999993000,319.999993000,319.999993000,319.999993000,99.5960,100.00000,99.5771,99.7212,-0.165,0.134,-0.1115,0.0656,-0.0415,-0.0501,0.87,0.90,112.358,80.172,117.187,106.608,105.805,71.786,112.901,103.001,101.505,66.478,105.732,94.582,97.533,63.787,98.111,87.004,0.187,0.133,0.03253,0.03654,0,277.94,277.82,279.91,279.91,-359,21
12368,12368,12368,338.3,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.1920,29.249,56.999999000,0.00,12,12,12,12,-0.184,0.3809,-0.148,179.37,-2.5646,-2.637,-4.0805,-3.964,-102.9,232.00,-2.021,0,0,0,0,0.9627,-10.15906,-10.15906,0.039,-2.12,0.077,2.52,93.98,-0.023,0.0218,1.15,100.00,0,0,291.01,0,0,0,0,0,0,0.0000,17229,0.0000,30,7.000,338.31,0.0000,0,0,0,0,0,0.0000,0,28.014,28.014,29.249,13.129,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,166.66,-54.89,-54.89,-69.82,-69.82,13,-85.59,74.63,-204.26,193.27,4.0000,-158.00,0.00,100,14.832,12.898,84.81,85.28,0.0000,1,100.00,0,0.0000,0,0.0000,6471,5998,9875,9856,303.575,302.31,296.940,295.506,31.863,26.7316,32.640,30.9582,319.999993000,319.999993000,319.999993000,319.999993000,99.5951,100.00000,99.5743,99.7174,-0.186,0.131,-0.1287,0.0465,-0.0462,-0.0544,0.85,0.89,112.642,80.573,117.501,106.989,101.785,70.933,110.966,102.206,97.620,65.742,103.846,93.876,93.761,63.132,96.278,86.379,0.189,0.132,0.03309,0.03217,0,288.93,288.81,290.93,290.93,-359,21
12463,12463,12463,349.7,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0030,29.001,56.999999000,0.00,12,12,12,12,0.019,0.3264,0.068,177.70,-2.6585,-2.504,-4.0541,-3.916,-6.1,231.55,-2.018,0,0,0,0,0.0017,-10.15906,-10.15906,-0.098,-1.54,0.260,3.31,97.15,0.095,-0.0218,0.91,100.00,0,0,300.63,0,0,0,0,0,0,0.0000,17799,0.0000,30,7.000,349.73,0.0000,0,0,0,0,0,0.0000,0,0.027,0.027,29.001,15.872,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,1.0000,47.62,-58.46,-58.46,-71.55,-71.55,13,-93.90,101.13,-196.13,205.73,5.0000,-159.01,0.02,100,15.417,14.954,84.97,86.05,0.0000,1,100.00,0,0.0000,0,0.0000,7088,7074,9923,10029,301.889,299.17,296.702,295.392,31.891,26.8057,32.683,31.0201,319.999993000,319.999993000,319.999993000,319.999993000,99.5943,100.00000,99.5713,99.7133,-0.141,0.257,-0.0519,0.1253,-0.0467,-0.0565,0.84,0.87,112.822,81.036,117.768,107.376,97.813,70.426,108.953,101.325,93.780,65.326,101.884,93.091,90.032,62.788,94.370,85.677,0.208,0.192,0.03287,0.02982,0,298.52,298.41,300.55,300.55,-359,21
12562,12562,12562,359.1,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.0360,29.001,56.999999000,0.00,12,12,12,12,-0.238,0.1895,-1.032,176.27,-2.4821,-2.633,-3.9943,-4.049,90.9,231.32,-2.051,0,0,0,0,0.0407,-10.15906,-10.15906,-0.042,0.10,-0.075,-2.84,99.76,-0.040,-0.4278,1.41,100.00,0,0,308.78,0,0,0,0,0,0,0.0000,18282,0.0000,30,7.000,359.14,0.0000,0,0,0,0,0,0.0000,0,1.011,1.011,29.001,15.872,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,1.0000,83.33,-61.04,-61.04,-71.53,-71.53,13,-108.64,91.23,-196.22,177.23,5.0000,-159.99,0.04,100,18.737,16.666,87.54,86.46,0.0000,1,100.00,0,0.0000,0,0.0000,7095,6202,9594,9019,300.605,300.04,297.176,297.413,31.905,26.8920,32.716,31.0791,319.999993000,319.999993000,319.999993000,319.999993000,99.5933,100.00000,99.5683,99.7091,-0.296,0.243,-0.1291,0.0616,-0.0441,-0.0505,0.86,0.90,112.908,81.575,117.978,107.745,94.248,70.366,107.004,100.466,90.331,65.328,99.987,92.329,86.674,62.846,92.525,84.996,0.306,0.240,0.02551,0.02874,0,306.56,306.41,308.59,308.59,-359,21
12661,12661,12661,355.3,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.0510,29.001,56.999999000,0.00,12,12,12,12,-0.157,0.1619,-2.312,177.94,-2.5386,-2.584,-3.9996,-3.934,190.0,229.51,-1.969,0,0,0,0,0.0806,-10.15906,-10.15906,0.368,3.07,-0.027,0.38,98.70,-0.027,-0.1777,1.24,100.00,0,0,305.53,0,0,0,0,0,0,0.0000,16642,0.0000,30,8.000,355.34,0.0000,0,0,0,0,0,0.0000,0,2.013,2.013,29.001,15.872,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,1.0000,111.11,-58.10,-58.10,-68.85,-68.85,13,-90.07,83.52,-181.64,177.85,5.0000,-161.00,-0.01,100,17.182,15.499,85.67,85.17,0.0000,1,100.00,0,0.0000,0,0.0000,6266,6027,9109,9270,302.837,301.09,298.870,297.641,31.907,26.9703,32.736,31.1266,319.999993000,319.999993000,319.999993000,319.999993000,99.5917,100.00000,99.5658,99.7060,-0.245,0.210,-0.1299,0.0662,-0.0526,-0.0628,0.85,0.89,112.920,82.064,118.100,108.041,91.457,69.716,104.710,98.909,87.625,64.773,97.791,90.923,84.033,62.352,90.430,83.716,0.257,0.210,0.03080,0.03239,0,303.38,303.26,305.42,305.42,-359,21
12759,12759,12759,343.1,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.0600,29.001,56.999999000,0.00,12,12,12,12,-1.535,-0.8847,2.241,165.21,-2.2787,-2.782,-4.0220,-4.141,288.6,225.43,0.886,0,0,0,0,0.1206,-10.15906,-10.15906,2.994,3.49,2.771,-0.98,95.30,-0.335,0.0480,11.19,100.00,0,0,292.11,0,0,0,0,0,0,0.0000,15911,0.0000,30,8.000,343.10,0.0000,0,0,0,0,0,0.0000,0,3.015,3.015,29.001,15.872,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,1.0000,111.11,-59.25,-59.25,-77.23,-77.23,13,-177.84,33.17,-301.15,186.21,5.0000,-162.00,6.75,100,19.132,13.044,91.16,86.39,0.0000,1,0.00,0,0.0000,0,0.0000,8647,6639,11743,11365,299.519,301.97,292.050,291.469,31.898,27.0463,32.736,31.1629,319.999993000,319.999993000,319.999993000,319.999993000,99.5899,100.00000,99.5637,99.7035,-0.850,-0.366,-0.4072,-0.3064,0.0485,0.0805,-0.23,0.00,112.865,82.539,118.102,108.269,89.289,69.289,102.334,97.164,85.522,64.418,95.529,89.353,81.978,62.041,88.282,82.294,0.834,-0.385,0.01107,0.02691,0,294.04,293.24,292.69,292.39,-359,21
